id,usaf,wban,stname,ctry,fips,state,call,lat,lon,elev,count,max,min,obs
992560-99999,992560,99999,ENVIRONM BUOY 46020,US,US,,DB256,55.9,-168.0,3.0,2,1983,1982,170
992580-99999,992580,99999,ENVIRONM BUOY 46023,US,US,,DB258,34.717,-120.967,0.0,28,2009,1982,7967
992590-99999,992590,99999,ENVIRONM BUOY 46024,US,US,,DB25,32.8,-119.2,3.0,4,1985,1982,873
992600-99999,992600,99999,ENVIRONM BUOY 46025,US,US,,DB260,33.733,-119.083,0.0,28,2009,1982,8972
992610-99999,992610,99999,ENVIRONM BUOY 51003,US,US,,DB261,19.2,-160.8,0.0,24,2009,1985,6903
992620-99999,992620,99999,ENVIRONM BUOY 51004,US,US,,DB262,17.5,-152.6,0.0,25,2009,1985,7517
992630-99999,992630,99999,ENVIRONM BUOY 44003,US,US,,DB263,40.8,-68.5,3.0,7,1984,1978,1840
992640-99999,992640,99999,ENVIRONM BUOY 46026,US,US,,DB264,37.75,-122.683,0.0,28,2009,1982,8353
992650-99999,992650,99999,ENVIRONM BUOY 46030,US,US,,DB265,40.433,-124.5,3.0,17,2002,1985,4473
992660-99999,992660,99999,ENVIRONM BUOY 46031,US,US,,DB266,55.5,-161.6,3.0,1,1985,1985,138
992670-99999,992670,99999,ENVIRONM BUOY 62106,US,US,,DB267,56.983,-9.883,0.0,4,2003,1985,759
992680-99999,992680,99999,ENVIRONM BUOY 46033,US,US,,DB268,55.8,-159.8,3.0,1,1985,1985,48
992690-99999,992690,99999,ENVIRONM BUOY 46034,US,US,,DB26,55.1,-163.1,3.0,1,1985,1985,154
992700-99999,992700,99999,ENVIRONM BUOY 62107,US,US,,DB270,50.067,-6.067,0.0,9,2009,2001,2739
992710-99999,992710,99999,ENVIRONM BUOY 42002,US,US,,DB271,25.9,-93.6,0.0,32,2009,1978,10819
992720-99999,992720,99999,ENVIRONM BUOY 42015,US,US,,DB272,30.2,-88.2,3.0,4,1990,1978,612
992730-99999,992730,99999,ENVIRONM BUOY 41004,US,US,,DB273,32.6,-78.7,0.0,11,2009,1982,2780
992740-99999,992740,99999,ENVIRONM BUOY 46022,US,US,,DB274,40.8,-124.5,0.0,28,2009,1982,8088
992760-99999,992760,99999,ENVIRONM BUOY 44005,US,US,,DB276,42.7,-68.3,0.0,28,2009,1982,7876
992770-99999,992770,99999,ENVIRONM BUOY 44006,US,US,,DB27,36.3,-75.3,3.0,3,1988,1982,246
992780-99999,992780,99999,ENVIRONM BUOY 44007,US,US,,DB278,43.533,-70.083,0.0,28,2009,1982,9025
992790-99999,992790,99999,ENVIRONM BUOY 44008,US,US,,DB279,40.5,-69.467,0.0,28,2009,1982,8206
992810-99999,992810,99999,ENVIRONM BOUY 46027,US,US,,DB28,41.8,-124.4,3.0,13,1997,1985,3751
992820-99999,992820,99999,ENVIRONM BUOY 46035,US,US,,DB282,57.1,-177.7,0.0,24,2009,1986,7582
992830-99999,992830,99999,ENVIRONM BUOY 51005,US,US,,DB283,20.3,-156.1,3.0,3,1988,1986,893
992840-99999,992840,99999,ENVIRONM BUOY 32302,US,US,,DB28,-17.967,-85.05,3.0,10,1995,1986,2785
992850-99999,992850,99999,ENVIRONM BUOY 46060,US,US,,DB285,60.6,-146.7,0.0,9,2009,2001,2659
992860-99999,992860,99999,ENVIRONM BUOY 62027,US,US,,DB286,48.7,-8.917,0.0,2,1988,1987,448
992870-99999,992870,99999,ENVIRONM BUOY 62028,US,US,,DB287,48.7,-8.9,0.0,3,1989,1987,583
992880-99999,992880,99999,ENVIRONM BUOY 62029,US,US,,DB288,50.6,-2.7,0.0,21,2009,1988,6151
992890-99999,992890,99999,ENVIRONM BUOY 62109,US,US,,DB289,57.0,0.0,3.0,5,2003,1987,1089
992900-99999,992900,99999,ENVIRONM BUOY 62164,US,US,,DB290,57.2,-0.8,30.0,11,2009,1987,3057
992910-99999,992910,99999,ENVIRONM BUOY 62026,US,US,,DB291,55.3,1.1,0.0,5,2003,1987,766
992930-99999,992930,99999,ENVIRONM BUOY 46036,US,US,,DB293,48.317,-133.833,3.0,21,2009,1987,5386
992940-99999,992940,99999,ENVIRONM BUOY 46038,US,US,,DB29,41.9,-122.4,3.0,1,1987,1987,13
992950-99999,992950,99999,ENVIRONM BUOY 46063,US,US,,DB295,34.467,-120.667,0.0,8,2009,2002,2321
992960-99999,992960,99999,ENVIRONM BUOY 46011,US,US,,DB296,34.9,-120.9,0.0,9,2009,2001,2672
992980-99999,992980,99999,ENVIRONM BUOY 44140,US,US,,DB298,43.7,-51.7,3.0,8,2009,2002,2295
993711-99999,993711,99999,SEWELLS POINT,US,US,VA,SWPV2,36.95,-76.333,10.0,2,2006,2005,314
994006-99999,994006,99999,BIG CARLOS PASS,US,US,FL,BGCF1,26.4,-81.883,3.0,5,2009,2005,1342
994007-99999,994007,99999,HONOLULU,US,US,HI,OOUH1,21.3,-157.867,3.0,2,2009,2008,302
994008-99999,994008,99999,FRED HOWARD PARK,US,US,FL,FHPF1,28.117,-82.8,6.0,4,2008,2005,1025
994009-99999,994009,99999,ANCLOTE GULF PARK,US,US,FL,ANCF1,28.183,-82.783,6.0,5,2009,2005,1294
994010-99999,994010,99999,SOUTHWEST PASS,US,US,LA,BURL1,28.9,-89.433,12.0,26,2007,1942,8378
994011-99999,994011,99999,ASTORIA,US,US,OR,ASTO3,46.2,-123.767,2.0,4,2009,2006,1121
994012-99999,994012,99999,CRESCENT CITY,US,US,CA,CECC1,41.75,-124.183,2.0,2,2009,2008,305
994013-99999,994013,99999,CHEERY POINT,US,US,WA,CHYW1,48.867,-122.75,5.0,2,2009,2008,273
994014-99999,994014,99999,SEATTLE,US,US,WA,EBSW1,47.6,-122.333,2.0,5,2009,2005,1514
994016-99999,994016,99999,SAN FRANCISCO,US,US,CA,FTPC1,37.8,-122.467,2.0,5,2009,2005,1329
994017-99999,994017,99999,NORTH SPIT,US,US,CA,HBYC1,40.767,-124.217,2.0,1,2009,2009,135
994018-99999,994018,99999,LA JOLLA,US,US,CA,LJAC1,32.867,-117.25,2.0,1,2009,2009,63
994020-99999,994020,99999,CHESAPEAKE,US,US,VA,CHLV2,36.9,-75.717,23.0,21,2009,1985,6962
994021-99999,994021,99999,NEAH BAY,US,US,WA,NEAW1,48.367,-124.617,5.0,3,2009,2007,870
994023-99999,994023,99999,PORT SAN LUIS,US,US,CA,PSLC1,35.183,-120.767,2.0,1,2009,2009,63
994025-99999,994025,99999,PORT TOWNSEND,US,US,WA,PTWW1,48.117,-122.75,5.0,2,2009,2008,231
994026-99999,994026,99999,SOUTH BEACH,US,US,OR,SBEO3,44.633,-124.05,2.0,5,2009,2005,1482
994028-99999,994028,99999,SANTA MONICA,US,US,CA,SMOC1,34.0,-118.5,2.0,1,2009,2009,63
994029-99999,994029,99999,TOKE POINT,US,US,WA,TOKW1,46.7,-123.967,5.0,5,2009,2005,1358
994030-99999,994030,99999,DIAMOND SHOALS (LS),US,US,NC,DSLN7,35.15,-75.3,0.0,19,2003,1985,6406
994031-99999,994031,99999,PORT ORFORD,US,US,OR,PORO3,42.733,-124.5,8.0,5,2009,2005,1475
994032-99999,994032,99999,CHARLESTON,US,US,OR,CHAO3,43.35,-124.317,2.0,2,2009,2008,305
994033-99999,994033,99999,ALAMEDA,US,US,CA,AAMC1,37.767,-122.3,2.0,5,2009,2005,1514
994034-99999,994034,99999,PORT CHICAGO,US,US,CA,PCOC1,38.05,-122.033,2.0,5,2009,2005,1467
994036-99999,994036,99999,RICHMOND,US,US,CA,RCMC1,37.933,-122.4,2.0,4,2009,2005,921
994037-99999,994037,99999,PHILLIPS OILPLATFOR,US,US,TX,K25T,26.933,-94.683,10.0,1,2005,2005,1
994040-99999,994040,99999,FRYING PAN SHOALS,US,US,NC,FPSN7,33.483,-77.583,24.0,21,2005,1985,6921
994041-99999,994041,99999,REDWOOD CITY,US,US,CA,RTYC1,37.5,-122.2,6.0,5,2009,2005,1493
994042-99999,994042,99999,CHARLOTTE AMALIE,VI,VQ,,CHAV3,18.333,-64.917,5.0,5,2009,2005,1189
994043-99999,994043,99999,SAN JUAN,PU,RQ,,SJNP4,18.467,-66.117,5.0,5,2009,2005,1479
994044-99999,994044,99999,ARENA COVE,US,US,CA,ANVC1,38.917,-123.7,2.0,5,2009,2005,1228
994045-99999,994045,99999,APPALACHICOLA,US,US,FL,APCF1,29.733,-84.983,2.0,5,2009,2005,1096
994046-99999,994046,99999,NANTUCKET ISLAND,US,US,MA,NTKM3,41.283,-70.1,0.0,2,2009,2008,244
994047-99999,994047,99999,PENSACOLA,US,US,FL,PCLF1,30.4,-87.217,3.0,5,2009,2005,1471
994050-99999,994050,99999,LAKE WORTH,US,US,FL,LKWF1,26.617,-80.033,6.0,18,2009,1985,5156
994060-99999,994060,99999,MT DESERT ROCK,US,US,ME,MDRM1,43.967,-68.117,16.0,20,2009,1985,6613
994070-99999,994070,99999,DESTRUCTION ISLAND,US,US,WA,DESW1,47.667,-124.483,39.0,20,2009,1985,6738
994080-99999,994080,99999,FIVE FINGER ISLAND,US,US,AK,FFIA2,57.267,-133.633,21.0,25,2009,1985,8596
994081-99999,994081,99999,EAST AMATULI STATIO,US,US,AK,AMAA2,58.917,-151.95,35.0,6,2009,2004,1818
994082-99999,994082,99999,ARIPEKA,US,US,FL,ARPF1,28.433,-82.667,7.0,6,2009,2004,1717
994083-99999,994083,99999,N/W FLORIDA BAY,US,US,FL,NFBF1,25.083,-81.083,3.0,4,2009,2004,628
994084-99999,994084,99999,PILOT ROCK,US,US,AK,PILA2,59.75,-149.467,25.0,6,2009,2004,1397
994085-99999,994085,99999,PORT RICHEY,US,US,FL,PTRF1,28.283,-82.733,5.0,6,2009,2004,1588
994086-99999,994086,99999,SHELL POINT,US,US,FL,SHPF1,30.05,-84.283,8.0,6,2009,2004,1120
994090-99999,994090,99999,PASSAGE ISLAND,US,US,MI,PILM4,48.217,-88.367,209.0,21,2009,1985,6133
994100-99999,994100,99999,AMBROSE LIGHT,US,US,NY,ALSN6,40.45,-73.8,21.0,20,2008,1985,6387
994110-99999,994110,99999,PORT ARANSAS,US,US,TX,,27.833,-97.067,6.0,25,2009,1985,8457
994120-99999,994120,99999,POINT ARENA,US,US,CA,PTAC1,38.95,-123.733,19.0,20,2009,1985,6661
994130-99999,994130,99999,ROCK OF AGES,US,US,MI,ROAM4,47.867,-89.317,223.0,20,2008,1985,6145
994140-99999,994140,99999,BUZZARDS BAY,US,US,MA,BUZM3,41.383,-71.033,17.0,20,2009,1985,5991
994150-99999,994150,99999,ST. JOHNS LIGHT,US,US,FL,SJLF,30.383,-81.4,5.0,2,1986,1985,484
994160-99999,994160,99999,CAPE LOOKOUT,US,US,NC,CLKN7,34.617,-76.517,11.0,22,2009,1985,7213
994180-99999,994180,99999,SMITH ISLAND,US,US,WA,SISW1,48.317,-122.833,18.0,25,2009,1985,8672
994190-99999,994190,99999,DEVILS ISLAND,US,US,WI,DISW3,47.083,-90.733,211.0,21,2009,1985,6605
994200-99999,994200,99999,STANNARD ROCK,US,US,MI,STDM4,47.183,-87.217,212.0,20,2009,1985,6101
994210-99999,994210,99999,POINT ARGUELLO,US,US,CA,PTGC1,34.567,-120.633,34.0,21,2009,1943,6407
994220-99999,994220,99999,VENICE PIER,US,US,FL,VENF1,27.067,-82.45,5.0,20,2009,1986,6191
994230-99999,994230,99999,FOLLY ISLAND,US,US,SC,FBIS1,32.683,-79.883,5.0,25,2009,1985,8316
994240-99999,994240,99999,CAPE ARAGO (LS),US,US,OR,CARO3,43.333,-124.367,23.0,25,2009,1985,8782
994250-99999,994250,99999,DUNKIRK,US,US,NY,DBLN6,42.483,-79.35,197.0,25,2009,1985,8657
994260-99999,994260,99999,SABINE,US,US,TX,SRST2,29.667,-94.05,6.0,25,2009,1985,8384
994270-99999,994270,99999,ISLE OF SHOALS,US,US,NH,IOSN3,42.967,-70.617,19.0,22,2009,1985,7342
994280-99999,994280,99999,NEWPORT STATE BEACH,US,US,OR,NWPO3,44.617,-124.067,11.0,25,2009,1985,8655
994290-99999,994290,99999,GRAND ISLE,US,US,LA,GDIL1,29.267,-89.95,10.0,17,2005,1985,5699
994300-99999,994300,99999,TATOOSH ISLAND,US,US,WA,TTIW1,48.383,-124.733,48.0,24,2009,1985,7435
994310-99999,994310,99999,ALLIGATOR REEF,US,US,FL,ALRF1,24.85,-80.617,48.0,3,1987,1985,905
994320-99999,994320,99999,GALLOO ISLAND,US,US,NY,GLLN6,43.883,-76.433,76.0,12,2002,1985,4031
994330-99999,994330,99999,SHEBOYGAN,US,US,WI,SGNW3,43.75,-87.683,189.0,25,2009,1985,8530
994340-99999,994340,99999,SOUTH BASS ISLAND,US,US,OH,SBIO1,41.617,-82.833,178.0,20,2009,1985,6496
994350-99999,994350,99999,WEST POINT (LS),US,US,WA,WPOW1,47.667,-122.433,9.0,25,2009,1985,8730
994360-99999,994360,99999,CAPE SAN BLAS,US,US,FL,CSBF1,29.667,-85.367,2.0,16,2004,1985,4944
994370-99999,994370,99999,MATINICUS ROCK,US,US,ME,MISM1,43.783,-68.867,27.0,20,2009,1985,6651
994380-99999,994380,99999,SAVANNAH LIGHT,US,US,GA,SVLS1,31.95,-80.683,30.0,12,1996,1985,3246
994390-99999,994390,99999,SETTLEMENT POINT,BA,BF,FL,SPGF1,26.683,-79.0,3.0,25,2009,1985,8348
994400-99999,994400,99999,THOMAS POINT,US,US,MD,TPLM2,38.9,-76.433,12.0,25,2009,1985,8386
994410-99999,994410,99999,ST. AUGUSTINE,US,US,FL,SAUF1,29.867,-81.267,9.0,23,2009,1987,8055
994420-99999,994420,99999,DAUPHIN ISLAND,US,US,AL,DPIA1,30.25,-88.083,9.0,23,2009,1987,8085
994430-99999,994430,99999,MOLASSES REEF,US,US,FL,MLRF1,25.017,-80.383,11.0,22,2009,1988,7425
994440-99999,994440,99999,MAIN PASS 133C,US,US,LA,MPCL1,29.4,-88.6,10.0,5,1992,1988,1302
994450-99999,994450,99999,SOMBRERO KEY,US,US,FL,SMKF1,24.617,-81.1,37.0,17,2009,1988,5200
994460-99999,994460,99999,SOUTH OPEN SOUND,US,US,NY,SOSN6,41.0,-73.1,16.0,7,2009,1990,1473
994470-99999,994470,99999,GARDEN BANKS 236A,US,US,LA,GBCL,27.8,-93.1,0.0,3,1992,1990,834
994480-99999,994480,99999,ENEWETAK/MARSHALLS,US,US,,ENIP,11.35,162.4,0.0,2,1991,1990,405
994490-99999,994490,99999,UJAE ATOLL/MARSHALL,US,US,,UJAP,8.9,165.7,0.0,2,1991,1990,405
994500-99999,994500,99999,MILI/MARSHALL ISL,MH,RM,,MLIP2,6.0,172.0,0.0,2,1991,1990,138
994510-99999,994510,99999,SABINE,US,US,TX,SRST1,29.667,-94.05,5.0,3,2002,1990,240
994540-99999,994540,99999,KUSAIE,US,FM,,KOSP2,5.35,-162.967,2.0,3,1992,1990,258
994550-99999,994550,99999,ALEXANDRIA BAY,US,US,NY,,44.333,-75.933,77.0,5,2008,2004,1705
994560-99999,994560,99999,FOWEY ROCKS,US,US,FL,FWYF1,25.583,-80.1,30.0,12,2009,1994,3517
994570-99999,994570,99999,SAND KEY,US,US,FL,SANF1,24.467,-81.883,6.0,13,2009,1994,3766
994580-99999,994580,99999,SUPERIOR SHOALS,US,US,NY,SUPN6,44.783,-75.8,79.0,16,2009,1994,5089
994590-99999,994590,99999,THOUSAND ISLAND,US,US,NY,THIN6,44.3,-75.983,76.0,13,2009,1994,3769
994610-99999,994610,99999,DUCK PIER,US,US,NC,,36.183,-75.75,10.0,7,2008,2002,2168
994620-99999,994620,99999,LONG KEY,US,US,FL,LONF1,24.833,-80.867,6.0,8,2009,2002,2585
994630-99999,994630,99999,DRY TORTUGAS,US,US,FL,DRYF1,24.633,-82.867,5.0,4,2005,2002,911
994640-99999,994640,99999,CEDAR KEY,US,US,FL,CDRF1,29.133,-83.033,3.0,8,2009,2002,2561
994650-99999,994650,99999,KEATON BEACH,US,US,FL,KTNF1,29.817,-83.583,3.0,8,2009,2002,2510
994660-99999,994660,99999,POTATO POINT,US,US,AK,POTA2,61.067,-146.7,9.0,8,2009,2002,2657
994670-99999,994670,99999,MIDDLE ROCK LIGHT,US,US,AK,MRKA2,61.083,-146.667,11.0,8,2009,2002,2659
994680-99999,994680,99999,BLIGH REEF LIGHT,US,US,AK,BLIA2,60.833,-146.883,17.0,8,2009,2002,2590
994690-99999,994690,99999,DRIFT RIVER TERMINA,US,US,AK,DRFA2,60.55,-152.133,17.0,8,2009,2002,2656
994700-99999,994700,99999,AUGUSTINE ISLAND,US,US,AK,AUGA2,59.383,-153.35,11.0,8,2009,2002,2554
994720-99999,994720,99999,FLAT ISLAND LIGHT,US,US,AK,FILA2,59.333,-152.0,20.0,6,2009,2004,1841
994730-99999,994730,99999,GALVESTON PLEASURE,US,US,TX,GLPT2,29.3,-94.8,8.0,1,2004,2004,186
994740-99999,994740,99999,HOMOSASSA,US,US,FL,HSSF1,28.767,-82.783,5.0,6,2009,2004,1604
994750-99999,994750,99999,NEW LONDON LEDGE(LGT,US,US,CT,LDLC3,41.3,-72.083,20.0,6,2009,2004,1338
994760-99999,994760,99999,WEST LAKE PONTCHATR,US,US,LA,LKPL1,30.317,-90.283,13.0,6,2009,2004,1334
994770-99999,994770,99999,LAKE SAINT CLAIR,US,US,MI,LSCM4,42.467,-82.75,180.0,6,2009,2004,1854
994780-99999,994780,99999,LUMCON MARINE CENTR,US,US,LA,LUML1,29.25,-90.667,13.0,6,2009,2004,1651
994820-99999,994820,99999,TYNDALL AFB TOWER C,US,US,FL,SGOF1,29.4,-84.867,20.0,5,2008,2004,1379
994830-99999,994830,99999,US NAVY TOWER R2,US,US,GA,SPAG1,32.0,-81.0,50.0,6,2009,2004,1573
994840-99999,994840,99999,TAMBOUR BAY,US,US,LA,TAML1,29.183,-90.667,10.0,6,2009,2004,1408
994850-99999,994850,99999,TERREBONNE BAY,US,US,LA,TRBL1,29.167,-90.583,14.0,1,2008,2008,62
994860-99999,994860,99999,US NAVY TOWER R8,US,US,GA,TYBG1,31.633,-79.917,34.0,5,2008,2004,701
994870-99999,994870,99999,EGMONT KEY,US,US,FL,EGKF1,27.6,-82.75,10.0,2,2009,2008,293
994880-99999,994880,99999,ANNA MARIA,US,US,FL,ANMF1,27.55,-82.75,8.0,5,2009,2004,1288
994890-99999,994890,99999,BRIDGEPORT TERMINAL,US,US,CT,BHRC3,41.167,-73.183,16.0,6,2009,2004,1136
994900-99999,994900,99999,NORTH MIDDLE SOUND,US,US,CT,MISC3,41.067,-73.133,16.0,6,2009,2004,1182
994910-99999,994910,99999,FAYERWEATHER ISLAND,US,US,CT,FWIC3,41.15,-73.167,16.0,6,2009,2004,1149
994920-99999,994920,99999,NORTH CENTRAL SOUND,US,US,CT,NCSC3,41.1,-73.15,16.0,6,2009,2004,1171
994930-99999,994930,99999,SOUTH MIDDLE SOUND,US,US,CT,MISN6,41.05,-73.117,16.0,6,2009,2004,1175
994940-99999,994940,99999,OLD FERRY ISLAND,US,US,NY,OFPN6,40.967,-73.083,16.0,6,2009,2004,1174
994950-99999,994950,99999,NORTHERN OPEN SOUND,US,US,CT,NOSC3,41.117,-73.15,16.0,6,2009,2004,1179
994960-99999,994960,99999,PORT JEFFERSON,US,US,NY,PTJN6,40.95,-73.067,16.0,6,2009,2004,1283
994970-99999,994970,99999,SOUTH CENTRAL SOUND,US,US,NY,SCSN6,41.017,-73.1,16.0,6,2009,2004,1180
994972-99999,994972,99999,ALGOMA CITY MARINA,US,US,WI,AGMW3,44.6,-87.433,185.0,2,2007,2006,361
994973-99999,994973,99999,N PIER DEATHS DOOR,US,US,WI,NPDW3,45.283,-86.983,188.0,4,2009,2006,1060
994974-99999,994974,99999,YACHT WORKS SISTER,US,US,WI,SYWW3,45.2,-87.117,181.0,4,2009,2006,1029
994975-99999,994975,99999,BEAUFORT,US,US,NC,BFTN7,34.2,-76.667,10.0,2,2009,2008,244
994976-99999,994976,99999,GB ENTRANCE LIGHT,US,US,WI,GBLW3,44.65,-87.9,201.0,4,2009,2006,452
994977-99999,994977,99999,GRAND ISLE,US,US,LA,GISL1,29.267,-89.95,10.0,4,2009,2006,1041
994978-99999,994978,99999,SEA GIRT,US,US,NJ,SGRN4,40.117,-74.033,10.0,1,2006,2006,61
994979-99999,994979,99999,GRAVELLY SHOALS,US,US,MI,GSLM4,44.017,-83.533,204.0,4,2009,2006,926
994980-99999,994980,99999,ENVIRONM BUOY 46041,US,US,,DB498,47.333,-124.75,0.0,6,2009,2004,1186
994990-99999,994990,99999,ENVIRONM BUOY 62145,UK,UK,,DB499,53.1,2.8,30.0,8,2009,2002,2440
995000-99999,995000,99999,ENVIRONM BUOY 42040,US,US,,DB500,29.183,-88.2,0.0,8,2009,2002,2434
995010-99999,995010,99999,PLATFORM NO. 62126,UK,UK,,DB501,53.8,-3.6,0.0,18,2009,1989,3149
995020-99999,995020,99999,PLATFORM NO. 62101,UK,UK,,DB502,50.6,-2.933,0.0,14,2002,1989,3627
995030-99999,995030,99999,PLATFORM NO. 63111,UK,UK,,DB503,59.5,1.5,0.0,11,1999,1989,3647
995040-99999,995040,99999,PLATFORM NO. 62137,UK,UK,,DB504,57.6,1.8,0.0,16,2009,1989,1094
995050-99999,995050,99999,PLATFORM NO. 62138,,,,DB50,58.4,-0.1,0.0,2,1991,1990,22
995060-99999,995060,99999,PLATFORM NO. 62116,UK,UK,,DB506,57.7,1.4,0.0,13,2009,1989,1824
995070-99999,995070,99999,PLATFORM NO. 62115,UK,UK,,DB507,58.1,-3.1,0.0,1,1989,1989,2
995090-99999,995090,99999,PLATFORM NO. 62142,,,,DB50,56.8,1.7,0.0,3,1994,1992,694
995100-99999,995100,99999,PLATFORM NO. 62147,,,,DB51,58.0,1.1,0.0,1,1990,1990,4
995110-99999,995110,99999,PLATFORM NO. 62125,UK,UK,,DB511,53.8,-3.5,0.0,21,2009,1989,5292
995120-99999,995120,99999,PLATFORM NO. 62111,UK,UK,,DB512,58.1,0.4,0.0,10,2009,1989,2315
995130-99999,995130,99999,PLATFORM NO. 62123,UK,UK,,DB513,56.4,2.2,0.0,13,2008,1989,67
995140-99999,995140,99999,PLATFORM NO. 62121,UK,UK,,DB514,53.6,2.8,0.0,9,2009,1989,1537
995150-99999,995150,99999,PLATFORM NO. 62127,UK,UK,,DB515,53.5,2.2,0.0,5,1995,1989,991
995160-99999,995160,99999,ENVIRONM BUOY 46061,US,US,,DB516,60.217,-146.817,6.0,9,2009,2001,2571
995170-99999,995170,99999,PLATFORM NO. 63109,UK,UK,,DB517,59.6,1.5,0.0,12,2003,1992,1103
995180-99999,995180,99999,PLATFORM NO. 62141,UK,UK,,DB518,60.383,1.05,0.0,14,2009,1989,311
995190-99999,995190,99999,PLATFORM NO. 62118,UK,UK,,DB519,57.7,0.9,0.0,14,2009,1989,3827
995200-99999,995200,99999,ENVIRONM BUOY 62133,UK,UK,,DB520,57.1,1.0,0.0,10,2009,1989,2567
995210-99999,995210,99999,PLATFORM NO. 62129,UK,UK,,DB521,53.1,2.2,0.0,11,1999,1989,3141
995220-99999,995220,99999,PLATFORM NO. 62120,UK,UK,,DB522,56.4,2.1,0.0,19,2009,1989,3711
995230-99999,995230,99999,PLATFORM NO. 62122,UK,UK,,DB523,56.5,2.017,0.0,8,1996,1989,1507
995240-99999,995240,99999,PLATFORM NO. 62130,UK,UK,,DB524,53.0,1.7,0.0,17,2007,1989,89
995250-99999,995250,99999,PLATFORM NO. 63108,UK,UK,,DB525,60.133,1.7,0.0,21,2009,1989,5054
995260-99999,995260,99999,ENVIRONM BUOY 62138,UK,UK,,DB526,58.3,-1.7,0.0,10,2008,1992,1309
995270-99999,995270,99999,PLATFORM NO. 63104,UK,UK,,DB527,61.2,1.6,30.0,19,2009,1989,4863
995280-99999,995280,99999,PLATFORM NO. 63101,UK,UK,,DB528,61.117,0.9,0.0,16,2009,1989,2970
995290-99999,995290,99999,PLATFORM NO. 63110,UK,UK,,DB529,59.5,1.5,30.0,20,2009,1989,4060
995300-99999,995300,99999,PLATFORM NO. 62114,UK,UK,,DB530,58.3,1.0,0.0,18,2009,1989,1609
995310-99999,995310,99999,PLATFORM NO. 63102,UK,UK,,DB531,61.2,1.1,0.0,8,1996,1989,202
995330-99999,995330,99999,PLATFORM NO. 62117,UK,UK,,DB533,57.917,0.0,0.0,21,2009,1989,2432
995340-99999,995340,99999,ENVIRONM BUOY 44251,CN,CA,,DB534,46.45,-53.383,3.0,8,2009,2002,1820
995360-99999,995360,99999,ENVIRONM BUOY 62162,UK,UK,,DB536,57.4,-0.5,0.0,3,2008,2002,605
995370-99999,995370,99999,PLATFORM NO. 20106,PO,PO,,DB537,41.7,-31.9,-9999.9,4,1992,1989,93
995380-99999,995380,99999,ENVIRONM BUOY 62163,UK,UK,,DB538,47.5,-8.5,0.0,12,2009,1989,3434
995390-99999,995390,99999,ENVIRONM BUOY 44258,CN,CA,,DB539,44.217,-63.4,3.0,10,2009,1989,2656
995400-99999,995400,99999,PLATFORM NO. 62150,UK,UK,,DB540,59.5,1.4,0.0,13,2007,1992,71
995410-99999,995410,99999,PLATFORM NO. 45134,CN,CA,ON,DB541,42.4,-80.5,0.0,2,1993,1992,149
995420-99999,995420,99999,PLATFORM NO. 63106,UK,UK,,DB542,61.017,1.117,3.0,6,2009,2004,1818
995430-99999,995430,99999,PLATFORM NO. 62143,UK,UK,,DB543,58.3,0.4,0.0,6,2009,2002,649
995440-99999,995440,99999,ENVIRONM BUOY 63105,UK,UK,,DB544,61.0,1.7,30.0,8,2009,2002,2574
995450-99999,995450,99999,ENVIRONM BUOY 41009,US,US,,DB545,28.517,-80.167,5.0,21,2009,1989,6636
995460-99999,995460,99999,ENVIRONM BUOY 41010,US,US,,DB546,28.95,-78.483,5.0,21,2009,1989,6593
995470-99999,995470,99999,ENVIRONM BUOY 42039,US,US,,DB547,28.783,-86.05,0.0,10,2009,1991,2706
995480-99999,995480,99999,ENVIRONM BUOY 44137,CN,CA,,DB548,42.267,-62.0,3.0,21,2009,1989,5203
995490-99999,995490,99999,ENVIRONM BUOY 44138,CN,CA,NF,DB549,44.267,-53.633,3.0,20,2009,1989,4448
995500-99999,995500,99999,ENVIRONM BUOY 44139,CN,CA,,DB550,44.267,-57.083,3.0,20,2009,1989,4262
995630-99999,995630,99999,ENVIRONM BUOY 62169,UK,UK,,DB563,58.2,0.033,0.0,1,2006,2006,2
995700-99999,995700,99999,ENVIRONM BUOY 62001,FR,FR,,DB570,45.2,-5.0,0.0,8,2009,2002,2306
995720-99999,995720,99999,ENVIRONM BUOY 62102,UK,UK,,DB572,53.5,-19.4,0.0,6,1997,1989,1539
995730-99999,995730,99999,ENVIRONM BUOY 62112,UK,UK,,DB573,58.7,1.3,0.0,15,2003,1989,3780
995740-99999,995740,99999,ENVIRONM BUOY 62119,UK,UK,,DB574,57.0,2.0,0.0,7,2009,1989,1649
995750-99999,995750,99999,ENVIRONM BUOY 62128,UK,UK,,DB575,53.4,2.3,0.0,14,2009,1989,944
995760-99999,995760,99999,ENVIRONM BUOY 62166,UK,UK,,DB576,57.2,0.5,30.0,8,2009,2002,486
995770-99999,995770,99999,ENVIRONM BUOY 62414,UK,UK,,DB577,53.833,2.917,0.0,7,2008,2002,240
995780-99999,995780,99999,ENVIRONM BUOY 63103,UK,UK,,DB578,61.1,1.1,0.0,20,2009,1989,5420
995850-99999,995850,99999,ENVIRONM BUOY 62142,UK,UK,,DB585,53.0,2.1,30.0,8,2009,2002,2380
995870-99999,995870,99999,ENVIRONM BUOY 62052,UK,UK,,DB587,48.5,-5.833,3.0,8,2009,2002,1927
